sucursal,producto_id,precio
14-1-7,7790080067613,39.9
14-1-7,7790080067941,20.9
14-1-7,7791337560819,29.9
14-1-7,7791337642317,34.9
14-1-7,7791337643024,28.5
14-1-7,7791337623224,31.9
14-1-7,7791058000939,23.9
14-1-7,7791337643017,28.5
14-1-7,7791337992610,48.5
14-1-7,7791337965614,46.5
14-1-7,7790080067910,22.9
14-1-7,7790080067903,24.9
14-1-7,7791058004166,12.5
14-1-7,7791337990128,36.9
14-1-7,7791337990142,36.97
14-1-7,7791337499003,22.9
14-1-7,7791337993235,19.98
14-1-7,7791337102415,21.5
14-1-7,7791337102118,21.5
14-1-7,7793940102882,21.5
14-1-7,7790070507099,32.9
14-1-7,7790070507129,59.9
14-1-7,7790070507112,31.9
14-1-7,7793704000508,51.9
14-1-7,7790512000027,31.5
14-1-7,7790387113310,75.9
14-1-7,7793750000026,27.9
14-1-7,7793704000225,78.9
14-1-7,7793704000232,42.9
14-1-7,7790411000043,59.9
14-1-7,7790411000050,33.9
14-1-7,7793750000392,55.5
14-1-7,7790480000388,58.9
14-1-7,7790480000371,29.9
14-1-7,7792710002179,34.9
14-1-7,7793670000014,34.9
14-1-7,7790411000029,42.9
14-1-7,7790387014433,39.5
14-1-7,7790387013511,49.5
14-1-7,7790387013528,44.9
14-1-7,7793395000047,55.9
14-1-7,7793395000030,31.9
14-1-7,7792280002890,31.98
14-1-7,7790411000494,72.9
14-1-7,7790411000500,37.9
14-1-7,7790387015515,59.9
14-1-7,7792710000182,32.9
14-1-7,7792710000052,47.9
14-1-7,7793750000385,49.98
14-1-7,7792280001466,31.98
14-1-7,7790710000218,31.9
14-1-7,7790070506979,37.9
14-1-7,7793670000670,34.9
14-1-7,7790387113228,39.9
14-1-7,7793750000231,29.9
14-1-7,7792280000285,34.9
14-1-7,7793670000632,34.9
14-1-7,7790411000012,79.9
14-1-7,7790480000173,59.9
14-1-7,7790387014310,68.9
14-1-7,7790387014327,36.9
14-1-7,7790411001514,74.9
14-1-7,7790411001521,39.5
14-1-7,7793750000415,28.9
14-1-7,7791337942585,74.9
14-1-7,7791337982581,64.9
14-1-7,7791337682047,28.8
14-1-7,7791058002421,27.9
14-1-7,7790080067620,39.9
14-1-7,7790080067705,28.9
14-1-7,7791540044502,99.9
14-1-7,7791540045042,39.98
14-1-7,7791540048227,41.9
14-1-7,7790480000470,65.9
14-1-7,7790070318886,21.9
14-1-7,7790070318909,25.5
14-1-7,7790070318893,25.5
14-1-7,7790070318879,37.9
14-1-7,7791250001864,169.9
14-1-7,7791200001012,103.9
14-1-7,7791200001043,103.9
14-1-7,7790139003012,135.9
14-1-7,7791250001857,169.9
14-1-7,7798131200927,103.9
14-1-7,7792410135535,129.9
14-1-7,7791200000213,156.9
14-1-7,7791250001345,159.0
14-1-7,7790260012013,99.9
14-1-7,7790139000066,104.9
14-1-7,0080432402672,154.9
14-1-7,5010314750008,469.0
14-1-7,7792410010009,149.0
14-1-7,0080432400395,659.9
14-1-7,7790480001613,139.9
14-1-7,7798131200613,139.9
14-1-7,7791560000106,135.5
14-1-7,7791250001246,154.0
14-1-7,7791250001253,209.0
14-1-7,7793704000089,149.0
14-1-7,7793395000368,58.9
14-1-7,7793395000108,31.9
14-1-7,7792710000175,61.9
14-1-7,7798039850019,49.9
14-1-7,7798039850255,99.9
14-1-7,7798039850026,28.9
14-1-7,7790387013153,81.9
14-1-7,7790387013160,41.9
14-1-7,7790387014419,39.5
14-1-7,7790710000232,31.9
14-1-7,7790710000126,63.9
14-1-7,7790710000102,31.9
14-1-7,7790387015539,59.9
14-1-7,7790387015508,59.9
14-1-7,7793670000076,69.9
14-1-7,7793670000052,34.9
14-1-7,7790512000072,26.9
14-1-7,7792280000469,31.98
14-1-7,7790060054954,44.9
14-1-7,7790060054961,26.9
14-1-7,7790070507105,67.9
14-1-7,7790189000412,58.9
14-1-7,7793440000046,219.9
14-1-7,7791728001723,112.9
14-1-7,7790975001487,315.0
14-1-7,7790240094459,164.9
14-1-7,7790093095221,149.0
14-1-7,7790703000478,119.9
14-1-7,7790577039628,115.0
14-1-7,7791728000160,115.9
14-1-7,7791250000935,89.5
14-1-7,7791250000997,65.9
14-1-7,7791728021301,289.0
14-1-7,7790168148197,55.9
14-1-7,7793440000879,88.9
14-1-7,7790577002165,349.0
14-1-7,7794450090713,105.9
14-1-7,7798090852229,159.0
14-1-7,7790703100918,68.9
14-1-7,7790119000048,66.9
14-1-7,7790704169600,64.9
14-1-7,7790168004189,55.9
14-1-7,7798074860257,109.9
14-1-7,7793440703657,88.9
14-1-7,7790314004995,45.9
14-1-7,7793249101500,68.9
14-1-7,7791540044519,99.9
14-1-7,7790314000324,34.9
14-1-7,7790093137297,149.0
14-1-7,7790336032501,210.9
14-1-7,7790189041125,31.5
14-1-7,7790762052340,35.9
14-1-7,7798108830201,89.98
14-1-7,7790975017754,180.0
14-1-7,7798108830232,89.98
14-1-7,7798108832533,109.9
14-1-7,7790093130632,81.9
14-1-7,7798108830881,109.9
14-1-7,7790168002505,55.9
14-1-7,7790189021035,89.9
14-1-7,7790975017822,139.0
14-1-7,7798108830218,89.98
14-1-7,7798108830638,109.9
14-1-7,7793440703138,88.9
14-1-7,7798074860271,109.9
14-1-7,7790240140583,79.9
14-1-7,7798074860264,109.9
14-1-7,7793440703152,88.9
14-1-7,7791728001259,129.9
14-1-7,7790314000041,39.9
14-1-7,7790314002083,31.9
14-1-7,7791250001017,65.9
14-1-7,7790704167644,72.9
14-1-7,7790975001494,315.0
14-1-7,7790240107500,79.9
14-1-7,7790577002141,349.0
14-1-7,7794450090614,105.9
14-1-7,7798090852250,159.9
14-1-7,7793249000407,49.9
14-1-7,7798109156126,92.9
14-1-7,7790168102762,52.9
14-1-7,7790314000966,35.9
14-1-7,7798130460964,69.9
14-1-7,7791540044526,99.9
14-1-7,7790314007460,62.9
14-1-7,7790703100321,105.9
14-1-7,7790314005718,62.9
14-1-7,7793249000377,49.9
14-1-7,7790314004346,36.5
14-1-7,7790703000058,59.9
14-1-7,7791728000757,115.9
14-1-7,7798124440699,45.9
14-1-7,7798124440095,24.9
14-1-7,7798090852533,119.9
14-1-7,7790240017045,79.9
14-1-7,7790240042108,109.9
14-1-7,7798108830751,89.98
14-1-7,7798109152234,72.9
14-1-7,7793440702940,88.9
14-1-7,7793440000329,139.9
14-1-7,7793440001241,88.9
14-1-7,7790093075780,81.9
14-1-7,7790314000232,68.9
14-1-7,7790168114000,55.9
14-1-7,7791540047862,99.9
14-1-7,7790314007446,62.9
14-1-7,7790703165443,129.9
14-1-7,7790189001129,159.9
14-1-7,7790189021028,89.9
14-1-7,7793440000305,139.9
14-1-7,7790314056116,74.9
14-1-7,7794450090959,87.9
14-1-7,7798074860240,109.9
14-1-7,7790240128598,83.9
14-1-7,7790240041460,149.9
14-1-7,7798109156164,92.9
14-1-7,7790168075684,145.9
14-1-7,7791250001260,125.99
14-1-7,7790975017518,139.0
14-1-7,7798109152135,72.9
14-1-7,7790314055386,56.9
14-1-7,7798074860646,109.9
14-1-7,7794450001344,46.9
14-1-7,7791540044557,99.9
14-1-7,7798108832250,89.98
14-1-7,7790168103936,55.9
14-1-7,7790189021042,89.9
14-1-7,7790577001571,119.0
14-1-7,7790314006746,65.9
14-1-7,7793249000230,43.9
14-1-7,7790703168161,72.9
14-1-7,7790480000180,73.9
14-1-7,7790189041224,53.9
14-1-7,7791690000991,58.9
14-1-7,7790480000463,65.9
14-1-7,7790093075773,81.9
14-1-7,7790314056109,74.9
14-1-7,7790314056598,56.9
14-1-7,7794450088468,105.9
14-1-7,7791250001680,166.9
14-1-7,7790703000485,119.9
14-1-7,7798090852526,119.0
14-1-7,7790240042085,109.9
14-1-7,7798108830249,89.98
14-1-7,7798109152173,72.9
14-1-7,7798159560096,129.9
14-1-7,7790703167317,129.9
14-1-7,7790314000133,68.9
14-1-7,7790168000488,55.9
14-1-7,7798130461046,79.9
14-1-7,7790189000177,159.9
14-1-7,7790189021011,89.9
14-1-7,7793440002316,139.9
14-1-7,7794450090935,87.9
14-1-7,7798074860233,109.9
14-1-7,7790240128574,83.9
14-1-7,7790240002010,149.9
14-1-7,7790168075660,145.9
14-1-7,7790975017495,139.0
14-1-7,7791250001277,125.9
14-1-7,7791250000942,85.9
14-1-7,7790975000312,109.0
14-1-7,7793440000039,219.0
14-1-7,7793440702964,88.9
14-1-7,7798026792124,94.9
14-1-7,7790975000305,150.0
14-1-7,7798108830874,109.9
14-1-7,7790577002400,139.0
14-1-7,7790577039659,115.0
14-1-7,7791728000146,115.9
14-1-7,7791728000535,129.9
14-1-7,7794450001269,46.9
14-1-7,7790975000084,95.0
14-1-7,7790314000034,36.5
14-1-7,7790189041231,53.9
14-1-7,7793440000435,88.9
14-1-7,7790093075759,81.9
14-1-7,7790093095245,149.9
14-1-7,7790168000501,55.9
14-1-7,7790093132728,59.9
14-1-7,7791728000153,115.9
14-1-7,7790314004353,29.5
14-1-7,7798135762827,109.0
14-1-7,7798135762315,63.9
14-1-7,7790093121128,81.9
14-1-7,7793249000131,62.9
14-1-7,7790093130748,81.9
14-1-7,7791728001686,148.9
14-1-7,7790036973531,69.9
14-1-7,7791203000920,445.9
14-1-7,7790975000213,305.0
14-1-7,7793440002439,169.9
14-1-7,7793440003054,235.0
14-1-7,7790036004365,69.9
14-1-7,7790975000190,270.0
14-1-7,7790975000039,130.0
14-1-7,7798108839501,99.9
14-1-7,7793440002293,139.9
14-1-7,7790975000183,270.0
14-1-7,7790168073048,95.9
14-1-7,7790336047109,139.9
14-1-7,7791372001148,56.9
14-1-7,7791560113349,89.9
14-1-7,7791670000911,179.0
14-1-7,7791728006032,169.0
14-1-7,7790704070210,79.9
14-1-7,7790036005065,69.9
14-1-7,7791560132838,179.9
14-1-7,7791250001529,179.9
14-1-7,7790975001340,270.0
14-1-7,7791728021875,119.9
14-1-7,7790704070234,79.9
14-1-7,7791540042720,41.9
14-1-7,7790975000022,130.0
14-1-7,7790168119722,95.9
14-1-7,7798135762308,63.9
14-1-7,7798090852519,119.9
14-1-7,7798135762551,63.9
14-1-7,7790314005084,62.9
14-1-7,7793440001104,88.9
14-1-7,7793440000251,139.9
14-1-7,7790139000424,22.5
14-1-7,7790139000073,12.5
14-1-7,7792900093246,24.5
14-1-7,7792900093024,13.9
14-1-7,7790139002138,21.9
14-1-7,7790139003227,21.5
14-1-7,7790139003258,27.9
14-1-7,7790139003265,40.5
14-1-7,7792900093260,35.9
14-1-7,7792900093000,23.9
14-1-7,7790673000126,31.5
14-1-7,7790139003302,31.9
14-1-7,7790139003289,16.9
14-1-7,7792900093253,35.9
14-1-7,7792900092980,19.9
14-1-7,7790673000119,28.9
14-1-7,7791690001011,52.9
14-1-7,7790168000518,55.9
14-1-7,7790189000191,159.9
14-1-7,7790240042115,99.9
14-1-7,7793440702926,88.9
14-1-7,7790093132940,149.0
14-1-7,7798108830737,89.98
14-1-7,7790314005008,45.9
14-1-7,7790189021073,89.9
14-1-7,7790314056147,74.9
14-1-7,7791728000122,115.9
14-1-7,7790975017471,139.0
14-1-7,7791728000115,109.9
14-1-7,7790168102779,52.9
14-1-7,7798130460971,69.9
14-1-7,7791540047008,99.9
14-1-7,7793249000490,49.9
14-1-7,7790975007007,139.0
14-1-7,7798090852502,119.9
14-1-7,7793440000619,88.9
14-1-7,7790314001475,62.9
14-1-7,7798108830188,89.98
14-1-7,7790240041880,79.9
14-1-7,7791540044540,99.9
14-1-7,7790314004384,29.5
14-1-7,7791728000139,115.9
14-1-7,7790314000102,39.9
14-1-7,7790314000331,28.5
14-1-7,7790703165207,84.9
14-1-7,7790704110121,52.9
14-1-7,7790168000266,55.9
14-1-7,7798074860226,109.9
14-1-7,7790240041675,74.9
14-1-7,7790189041132,28.5
14-1-7,7790310003022,33.5
14-1-7,7790310001011,49.5
14-1-7,7790310003039,33.5
14-1-7,7790310004036,28.9
14-1-7,7790310004180,28.9
14-1-7,7791053001016,23.9
14-1-7,7790927812932,36.5
14-1-7,7790927812680,22.5
14-1-7,7790927812673,19.9
14-1-7,7790927812918,32.5
14-1-7,7790927812994,37.9
14-1-7,7791053001283,29.9
14-1-7,7506195196694,129.9
14-1-7,7506195196687,44.9
14-1-7,7506309864082,129.9
14-1-7,7790045001652,16.5
14-1-7,7793408000149,23.39
14-1-7,7793408000132,11.9
14-1-7,7798009939522,18.9
14-1-7,14-1-0000000084416,350.0
14-1-7,0000077940131,6.0
14-1-7,7791476005806,15.9
14-1-7,7790580401504,68.0
14-1-7,7795522000838,23.9
14-1-7,14-1-0000000040071,39.0
14-1-7,14-1-0000000090097,149.0
14-1-7,14-1-0000000090054,149.0
14-1-7,7798010260110,12.5
14-1-7,7798010260066,17.9
14-1-7,7798010260035,22.5
14-1-7,7791568000382,13.5
14-1-7,7791568000627,45.9
14-1-7,7793522000186,15.5
14-1-7,7793522000131,45.9
14-1-7,7793522000544,8.5
14-1-7,7790070031693,118.9
14-1-7,7790070032959,105.9
14-1-7,7796418000079,59.9
14-1-7,7796418000048,35.9
14-1-7,7796418000024,28.9
14-1-7,7796418000062,45.5
14-1-7,7796418000017,15.5
14-1-7,7796418000031,18.9
14-1-7,7796418007115,39.9
14-1-7,7790590000315,12.5
14-1-7,7790590000322,19.5
14-1-7,7796418000055,49.9
14-1-7,7796418000185,49.9
14-1-7,7796418000444,48.9
14-1-7,14-1-0000000040030,90.0
14-1-7,7891150035539,65.9
14-1-7,7790010694551,45.5
14-1-7,7790773008220,33.9
14-1-7,7790010694568,45.9
14-1-7,14-1-0000000040132,35.0
14-1-7,7798156760345,16.5
14-1-7,14-1-0000000084021,420.0
14-1-7,7793360000287,24.9
14-1-7,7790580567903,16.5
14-1-7,7790313000806,13.9
14-1-7,14-1-0000000040026,23.0
14-1-7,7790580567101,21.5
14-1-7,14-1-0000000040025,25.0
14-1-7,7795545000136,28.9
14-1-7,7793046015185,39.9
14-1-7,7798079670059,26.9
14-1-7,7798156760048,27.9
14-1-7,7798156760598,29.9
14-1-7,7790150600283,8.9
14-1-7,14-1-0000000080097,189.0
14-1-7,7791528010031,109.9
14-1-7,7791708611737,35.9
14-1-7,7791708611799,35.9
14-1-7,7791708611768,35.9
14-1-7,7791708611720,35.9
14-1-7,7798087640037,49.5
14-1-7,7793890002577,42.9
14-1-7,7790503000333,16.9
14-1-7,7790503000326,16.9
14-1-7,14-1-0000000081030,140.0
14-1-7,7791568000498,26.9
14-1-7,7791708001583,32.5
14-1-7,7793890075502,24.5
14-1-7,7798082743726,22.5
14-1-7,7798082743849,22.5
14-1-7,7790040001022,31.9
14-1-7,14-1-0000000081094,140.0
14-1-7,7798010260042,22.9
14-1-7,7798010260097,22.9
14-1-7,7798010260219,22.9
14-1-7,7790040102750,32.5
14-1-7,7791708617432,31.98
14-1-7,7793890075496,24.5
14-1-7,7790040107311,36.5
14-1-7,7791708001576,31.98
14-1-7,7790040991606,32.5
14-1-7,7791708001569,32.5
14-1-7,7790040110250,33.5
14-1-7,7791568000511,26.9
14-1-7,7790310001028,49.9
14-1-7,7793008001355,79.9
14-1-7,7793680000523,89.9
14-1-7,7794095065930,53.9
14-1-7,7794095065909,53.9
14-1-7,7794095065800,53.9
14-1-7,7794095065824,53.9
14-1-7,7794095000221,53.9
14-1-7,7794095088670,53.9
14-1-7,7793008006619,66.9
14-1-7,7790940216236,16.8
14-1-7,7500435023320,23.9
14-1-7,7790940216212,19.9
14-1-7,7790010669061,29.9
14-1-7,7790010669078,51.9
14-1-7,7506339391558,52.9
14-1-7,7506339391541,54.9
14-1-7,7506339391527,31.9
14-1-7,7506339393774,29.5
14-1-7,7506339393804,68.9
14-1-7,7891010599294,58.9
14-1-7,7500435023306,46.9
14-1-7,7500435023313,28.9
14-1-7,7506339391572,63.5
14-1-7,7506339393835,78.9
14-1-7,7790010614849,36.9
14-1-7,7790250098058,19.9
14-1-7,7790250099000,54.9
14-1-7,7790250098065,19.9
14-1-7,7790250098089,37.9
14-1-7,7790250098072,36.9
14-1-7,7790010669085,34.9
14-1-7,7790250098096,54.9
14-1-7,7790250096689,26.9
14-1-7,7793253184568,38.5
14-1-7,7790773008473,46.9
14-1-7,7790773008459,46.9
14-1-7,7790940216144,11.9
14-1-7,7790940216151,11.9
14-1-7,7790250096788,14.9
14-1-7,7790139004309,56.5
14-1-7,7790940215109,29.9
14-1-7,7790250031420,37.9
14-1-7,4015400637608,86.9
14-1-7,7790940215123,29.9
14-1-7,7794626007170,49.9
14-1-7,7790773008251,59.9
14-1-7,7793253098759,63.9
14-1-7,7790064003927,35.9
14-1-7,4015400862116,46.9
14-1-7,7891150035546,65.9
14-1-7,7790387712018,18.5
14-1-7,7790150380161,29.9
14-1-7,7790150087794,36.9
14-1-7,7790387013252,25.9
14-1-7,7790387711912,47.9
14-1-7,7790150696835,34.5
14-1-7,7790387013306,25.9
14-1-7,7790150390160,29.9
14-1-7,7790150330135,21.9
14-1-7,7790387711820,18.5
14-1-7,7790387013320,25.9
14-1-7,7790150015797,29.5
14-1-7,7790387010305,13.5
14-1-7,7790387010312,22.9
14-1-7,7790150396162,29.9
14-1-7,7790480008254,17.5
14-1-7,7790480008261,31.9
14-1-7,7790150350270,21.5
14-1-7,7790150350379,21.5
14-1-7,7790170914209,22.9
14-1-7,7792280000377,19.8
14-1-7,7790150331064,24.9
14-1-7,7790170929623,12.9
14-1-7,7793395000207,10.9
14-1-7,7793395000177,8.9
14-1-7,7793395000238,15.9
14-1-7,7790150340134,21.9
14-1-7,7790170926622,16.9
14-1-7,7790150360200,21.9
14-1-7,7790387021523,43.5
14-1-7,7790387013399,29.9
14-1-7,7790170914759,13.5
14-1-7,7790150250327,34.9
14-1-7,7790387712445,24.9
14-1-7,7790150015834,52.9
14-1-7,7790170923621,26.9
14-1-7,7790150320204,35.9
14-1-7,7790150321027,26.9
14-1-7,7790387711844,32.6
14-1-7,7791122000650,46.9
14-1-7,7791122000148,22.9
14-1-7,7790150696842,34.9
14-1-7,7790150255025,32.9
14-1-7,7792280000346,19.8
14-1-7,7791122000032,11.5
14-1-7,7790150355244,34.9
14-1-7,7790387001808,24.9
14-1-7,7791122005020,22.9
14-1-7,7790150355077,26.9
14-1-7,7790387001785,24.5
14-1-7,7790236001744,32.9
14-1-7,7790335000211,22.9
14-1-7,7793890001570,22.0
14-1-7,7798021840097,15.9
14-1-7,7798021840103,15.9
14-1-7,7798021840318,18.9
14-1-7,7790335000105,28.9
14-1-7,7798144940476,52.9
14-1-7,7793890001556,22.0
14-1-7,7790335001034,17.5
14-1-7,7793890001563,22.0
14-1-7,7790335000082,17.5
14-1-7,7794048000872,19.5
14-1-7,7794048000865,19.5
14-1-7,7790335000228,29.9
14-1-7,7790335000488,39.9
14-1-7,7798021840455,17.9
14-1-7,7790335000112,24.5
14-1-7,7790236001270,36.9
14-1-7,7794048000698,33.5
14-1-7,7798021840110,19.5
14-1-7,7790236001263,36.9
14-1-7,7798144940483,54.9
14-1-7,7793890001617,26.9
14-1-7,7793890001624,26.9
14-1-7,7790236001287,36.9
14-1-7,7790335000235,29.9
14-1-7,7794048000896,23.5
14-1-7,7798021840301,18.9
14-1-7,7794048000421,23.5
14-1-7,7790335000099,28.9
14-1-7,14-1-0000000080096,149.0
14-1-7,14-1-0000000080107,149.0
14-1-7,14-1-0000000080103,149.0
14-1-7,14-1-0000000080023,149.0
14-1-7,7792280000339,19.8
14-1-7,7790150696859,34.9
14-1-7,7790387711837,18.5
14-1-7,7790150310137,25.9
14-1-7,7790150310212,49.9
14-1-7,7790387021516,45.9
14-1-7,7790150240274,29.9
14-1-7,7790387010213,41.9
14-1-7,7790550000218,19.9
14-1-7,7790170924628,17.9
14-1-7,7793395000184,15.7
14-1-7,7791122000193,20.9
14-1-7,7790150250136,27.9
14-1-7,7790150350133,26.9
14-1-7,7790550000225,38.9
14-1-7,7790150441183,26.9
14-1-7,7794000598508,31.9
14-1-7,7794000598515,31.9
14-1-7,7790150441053,26.9
14-1-7,7790150441084,26.9
14-1-7,7790150440872,26.9
14-1-7,7790150440902,26.9
14-1-7,7790150441152,26.9
14-1-7,7790335000020,54.5
14-1-7,7794048000018,69.9
14-1-7,7791293024509,69.9
14-1-7,7795968000102,22.9
14-1-7,7791290006843,119.9
14-1-7,7791290010536,89.9
14-1-7,7791290010543,139.9
14-1-7,7791290010468,115.9
14-1-7,7791290013575,129.9
14-1-7,7791290010444,43.5
14-1-7,7791290010482,29.9
14-1-7,7790828002036,23.9
14-1-7,7791290008410,56.9
14-1-7,7791290010529,29.9
14-1-7,7790990012284,24.9
14-1-7,7791290013551,99.9
14-1-7,7791290013582,27.9
14-1-7,14-1-0000000084414,99.0
14-1-7,7790070031563,89.9
14-1-7,14-1-0000000090180,130.0
14-1-7,7795522003624,21.9
14-1-7,7790380005971,30.9
14-1-7,0000080052760,29.9
14-1-7,7622300759537,31.9
14-1-7,7794612107716,7.9
14-1-7,0000077914217,12.9
14-1-7,7790520017390,75.5
14-1-7,7790520010049,25.9
14-1-7,7790520017352,59.5
14-1-7,7794640171420,69.9
14-1-7,7791274196461,17.5
14-1-7,7791293027777,27.9
14-1-7,7791274188350,28.9
14-1-7,7791274188367,28.9
14-1-7,7795735000106,16.5
14-1-7,7798144940100,49.9
14-1-7,7891010604905,81.9
14-1-7,7891010604882,46.9
14-1-7,7891010604912,81.9
14-1-7,14-1-0000000090038,129.0
14-1-7,7794048000247,35.9
14-1-7,7798021840080,17.9
14-1-7,7506195142042,94.9
14-1-7,7506309845036,89.9
14-1-7,7506309845050,164.9
14-1-7,7791293030630,32.9
14-1-7,7791293030876,38.9
14-1-7,7791293031125,75.9
14-1-7,7500435012034,51.9
14-1-7,7500435012041,89.9
14-1-7,7500435012065,164.9
14-1-7,7791293030647,32.9
14-1-7,7500435012317,89.9
14-1-7,7791293030883,38.9
14-1-7,7794095001594,74.9
14-1-7,7794095088120,62.9
14-1-7,7501001133610,53.9
14-1-7,7506339351323,89.9
14-1-7,7790119001793,29.9
14-1-7,7790310003251,18.9
14-1-7,7790310003244,18.9
14-1-7,7790040173200,29.9
14-1-7,7791913000753,22.9
14-1-7,7790150441510,16.9
14-1-7,7794000598126,20.9
14-1-7,7794000598966,20.9
14-1-7,7790150441480,16.9
14-1-7,7790150441367,16.9
14-1-7,7794000598317,20.9
14-1-7,7794000598409,20.9
14-1-7,7794000598379,20.9
14-1-7,7790150441398,16.9
14-1-7,7794000598263,20.9
14-1-7,7790150441428,16.9
14-1-7,7794000598331,20.9
14-1-7,7794000598430,20.9
14-1-7,7794000598393,20.9
14-1-7,7790150441572,16.9
14-1-7,7794000598355,20.9
14-1-7,7794000598447,20.9
14-1-7,7790150441459,16.9
14-1-7,7794000598485,31.9
14-1-7,7794000598539,31.9
14-1-7,7794000598553,31.9
14-1-7,7794000598478,31.9
14-1-7,7794000598546,31.9
14-1-7,7794000598171,20.9
14-1-7,7794000598584,31.9
14-1-7,7794000000735,31.9
14-1-7,7794000598461,31.9
14-1-7,7794000598591,31.9
14-1-7,7794000598973,19.9
14-1-7,7506295302223,39.9
14-1-7,7790740505509,35.9
14-1-7,7791293030593,32.9
14-1-7,7791293030814,38.9
14-1-7,7790740505554,35.9
14-1-7,7500435019781,94.9
14-1-7,7506295302292,39.9
14-1-7,7790740505561,35.9
14-1-7,7500435012256,51.9
14-1-7,7500435012287,89.9
14-1-7,7500435012294,164.9
14-1-7,7790740505677,35.0
14-1-7,7791293033358,41.9
14-1-7,7791293033709,76.9
14-1-7,7798144940223,47.5
14-1-7,7500435012720,51.9
14-1-7,7500435012737,89.9
14-1-7,7501001133634,53.9
14-1-7,7891150025950,78.9
14-1-7,7501001133306,94.9
14-1-7,7791293033884,76.9
14-1-7,7791293030357,28.9
14-1-7,7791293027883,49.9
14-1-7,7790740505578,35.9
14-1-7,7891150023482,44.9
14-1-7,7501001133603,53.9
14-1-7,7501001133276,94.9
14-1-7,7791293030609,32.9
14-1-7,7791293030845,38.9
14-1-7,7791293031095,75.9
14-1-7,7500435018388,89.9
14-1-7,7506195120057,53.9
14-1-7,7506195120071,94.9
14-1-7,7500435012140,51.9
14-1-7,7500435012157,89.9
14-1-7,7791293030388,28.9
14-1-7,7500435016858,53.9
14-1-7,7790740505530,35.9
14-1-7,7790740505684,35.9
14-1-7,7791293034027,76.9
14-1-7,7790010570534,59.9
